Epoch,Loss,Accuracy,Time,Memory_Profiler,Memory_Allocated
1,7.12109375,0.02,46.908375999999976,1.0391060480000094,0.632075776
2,7.12109375,0.02,92.43124099999997,0.08080076800000398,0.632075776
3,7.12109375,0.02,137.98447299999995,0.1316003839999975,0.632075776
4,7.12109375,0.02,183.48414499999996,0.13160038400000104,0.632075776
5,7.12109375,0.02,229.02521799999994,0.08080076800000398,0.632075776
6,7.12109375,0.02,274.6064789999999,0.08040089600000641,0.632075776
7,7.12109375,0.02,319.84913199999994,0.1828003840000025,0.632075776
8,7.12109375,0.02,365.3646779999999,0.08040038400000624,0.632075776
9,7.12109375,0.02,410.8980159999999,0.08040038400000579,0.632075776
10,7.12109375,0.02,456.3889259999999,0.08040038400000668,0.632075776
11,7.12109375,0.02,501.87928999999986,0.08040038400000624,0.632075776
12,7.12109375,0.02,547.4356049999999,0.08040038400000668,0.632075776
13,7.12109375,0.02,592.9596169999999,0.08040038400000513,0.632075776
14,7.12109375,0.02,638.4528589999999,0.08040038400000596,0.632075776
15,7.12109375,0.02,684.0109569999998,0.08040038400000668,0.632075776
16,7.12109375,0.02,729.5364869999999,0.08040089600000197,0.632075776
17,7.12109375,0.02,775.0409829999999,0.08040038400000402,0.632075776
18,7.12109375,24.349999999999998,820.6071859999998,0.08040038400000138,0.632075776
19,5.28125,33.48,865.1753939999998,0.33712281599999805,0.632075776
20,3.673828125,34.410000000000004,910.6968679999998,0.08040089600000609,0.632075776
21,2.875,34.36,956.2841719999998,0.08040038400000281,0.632075776
22,2.322265625,37.04,1001.7882439999997,0.285601792000003,0.632075776
23,1.998046875,41.25,1047.2838299999996,0.13160140800000122,0.632075776
24,1.765625,42.559999999999995,1092.8725179999997,0.08040140800000084,0.632075776
25,1.6669921875,45.989999999999995,1138.3681649999996,0.12715878399999833,0.632075776
26,1.5390625,47.24,1183.8944439999996,0.12715929600000303,0.632075776
27,1.4697265625,49.220000000000006,1229.5429599999995,0.2852003840000025,0.632075776
28,1.40625,50.0,1275.0396469999996,0.0804003840000008,0.632075776
29,1.357421875,51.07000000000001,1320.5496279999995,0.12722432000000417,0.632075776
30,1.306640625,52.49,1366.1217489999995,0.08040038400001648,0.632075776
31,1.2626953125,53.39,1411.6129899999994,0.08040038400000067,0.632075776
32,1.220703125,54.24,1457.1037039999994,0.49000089600000124,0.632075776
33,1.1796875,55.53,1502.7223359999994,0.08040038399999926,0.632075776
34,1.1416015625,56.34,1548.2300229999994,0.49000038400000173,0.632075776
35,1.1025390625,57.31,1593.7260039999994,0.08040038400000432,0.632075776
36,1.072265625,56.49999999999999,1639.2680789999995,0.08040038400000124,0.632075776
37,1.083984375,54.26,1684.7731819999995,0.49000038399999846,0.632075776
38,1.158203125,54.76,1730.2920039999995,0.08040038400000023,0.632075776
39,1.0791015625,55.17999999999999,1775.8830739999994,0.12715878400000447,0.632075776
40,1.068359375,57.379999999999995,1821.2196699999993,0.1830630400000011,0.632075776
41,1.009765625,58.46,1866.7320949999992,0.08040192000000276,0.632075776
42,0.962890625,58.57,1912.2715229999992,0.08040038400000103,0.632075776
43,0.9501953125,59.45,1957.7706229999992,0.08040038400000406,0.632075776
44,0.89794921875,58.46,2003.2937419999992,0.08040038399999969,0.632075776
45,0.8857421875,59.46,2048.808294999999,0.4900003839999992,0.632075776
46,0.82666015625,61.22,2093.4162509999987,0.13160038400000243,0.632075776
47,0.7626953125,60.92999999999999,2138.9359749999985,-15.836270079999995,0.632075776
48,0.72802734375,60.89,2184.5346569999983,0.08040038400000413,0.632075776
49,0.69921875,59.150000000000006,2230.0242119999984,0.08040038400000166,0.632075776
50,0.70458984375,58.28,2275.5672429999986,0.08040038400000411,0.632075776
51,0.7578125,56.53,2321.1207079999986,0.18280140800000344,0.632075776
52,0.80419921875,58.13,2366.6205389999986,0.08040140800000084,0.632075776
53,0.74365234375,59.14,2412.1342559999985,0.0804003840000035,0.632075776
54,0.66650390625,60.050000000000004,2457.6543659999984,0.08040038399999977,0.632075776
55,0.62158203125,60.51,2503.1593749999984,0.08040140800000005,0.632075776
56,0.55712890625,60.01,2548.7049079999983,0.08040089600000537,0.632075776
57,0.5283203125,59.88,2594.238863999998,0.4343587840000047,0.632075776
58,0.54638671875,58.64,2639.766021999998,0.08040140800000067,0.632075776
59,0.5517578125,60.08,2685.266100999998,0.4900003840000012,0.632075776
60,0.50634765625,60.040000000000006,2730.816947999998,0.12715878400000136,0.632075776
61,0.436767578125,59.809999999999995,2776.3713689999977,0.13160038400000243,0.632075776
62,0.42333984375,60.629999999999995,2821.8886179999977,0.12715878400000233,0.632075776
63,0.3564453125,60.41,2867.4359899999977,0.0804003840000011,0.632075776
64,0.3447265625,59.4,2912.704582999998,0.18280089600000307,0.632075776
65,0.324462890625,60.129999999999995,2958.234960999998,0.13160038400000243,0.632075776
66,0.268798828125,60.83,3003.7900549999977,0.08040140800000067,0.632075776
67,0.2275390625,60.62,3049.352521999998,0.08040038400000103,0.632075776
68,0.1832275390625,61.58,3094.834390999998,0.08040038400000166,0.632075776
69,0.1370849609375,61.519999999999996,3140.376643999998,0.08040038400000098,0.632075776
70,0.113037109375,61.309999999999995,3185.882248999998,0.28592179200000467,0.632075776
71,0.08563232421875,60.77,3231.369945999998,0.08040038400000138,0.632075776
72,0.0643310546875,61.09,3276.450152999998,0.28520038400000025,0.632075776
73,0.0494384765625,61.27,3321.972404999998,0.08040038400000103,0.632075776
74,0.03607177734375,61.17,3367.487698999998,0.490000383999999,0.632075776
75,0.02801513671875,61.14000000000001,3413.017780999998,0.08040038400000094,0.632075776
76,0.0205535888671875,60.95,3458.532980999998,0.08040038400000432,0.632075776
77,0.01558685302734375,60.75000000000001,3504.047472999998,0.28520038400000497,0.632075776
78,0.0124053955078125,60.88,3549.6466159999977,0.08040038400000121,0.632075776
79,0.0099639892578125,60.97,3595.128766999998,0.5924003840000042,0.632075776
80,0.0080413818359375,60.99,3640.629035999998,0.08040038400000098,0.632075776
81,0.006694793701171875,60.97,3686.183592999998,0.08040192000000358,0.632075776
82,0.005588531494140625,60.99,3731.6999359999977,0.0806635520000008,0.632075776
83,0.004863739013671875,61.08,3777.1844419999975,0.12715980800000223,0.632075776
84,0.004306793212890625,61.01,3822.7355929999976,0.18280038400000434,0.632075776
85,0.003826141357421875,61.01,3868.2259479999975,0.08080076800000408,0.632075776
86,0.003421783447265625,61.17,3913.4889339999977,0.1828003839999989,0.632075776
87,0.0030918121337890625,61.21,3959.025828999998,0.12715878400000286,0.632075776
88,0.00283050537109375,61.309999999999995,4004.531142999998,0.08040038400000148,0.632075776
89,0.00262451171875,61.22,4050.041342999998,0.08040089600000432,0.632075776
90,0.0024471282958984375,61.25000000000001,4095.606104999998,0.08040448000000039,0.632075776
91,0.002292633056640625,61.22,4141.123229999998,0.08040038400000049,0.632075776
92,0.00215911865234375,61.129999999999995,4186.634123999998,0.08040038400000166,0.632075776
93,0.002044677734375,61.09,4232.167652999999,0.08040038400000439,0.632075776
94,0.0019435882568359375,61.08,4277.657517999998,0.08040089600000067,0.632075776
95,0.0018548965454101562,61.11,4323.145292999998,0.08040038400000192,0.632075776
96,0.0017766952514648438,61.029999999999994,4368.674751999998,0.08040038400000053,0.632075776
