Epoch,Loss,Accuracy,Time,Memory_Profiler,Memory_Allocated
87,0.006175994873046875,61.73,397.29866000000004,-0.023864320000001125,0.223007232
88,0.00531768798828125,61.77,402.12285700000007,-0.029959680000001175,0.223007232
89,0.0046234130859375,61.870000000000005,407.2523940000001,-0.030264320000001087,0.223007232
90,0.0040130615234375,61.99,411.6513090000001,-0.030190080000001306,0.223007232
91,0.0034999847412109375,62.09,416.28421900000006,-0.03026432000000054,0.223007232
92,0.003078460693359375,61.88,421.38970100000006,-0.030263296000001452,0.223007232
93,0.0027446746826171875,61.89,426.30076900000006,-0.03026432000000264,0.223007232
94,0.0024852752685546875,61.95,430.65822800000007,-0.030264320000000525,0.223007232
95,0.002285003662109375,62.03999999999999,435.48146700000007,-1.3443000320000065,0.223007232
96,0.002124786376953125,62.07,439.84767000000005,-0.03023104000000134,0.223007232
97,0.00199127197265625,62.1,444.20265400000005,-0.0038594560000013846,0.223007232
98,0.0018796920776367188,62.08,448.53937200000007,-0.03026329600000118,0.223007232
99,0.0017824172973632812,62.07,452.8854180000001,0.04733081599999892,0.223007232
100,0.0016965866088867188,62.07,457.79777200000007,-0.03026432000000118,0.223007232
101,0.0016183853149414062,62.12,462.23415100000005,-0.0038691840000012125,0.223007232
102,0.0015478134155273438,62.12,466.73358300000007,-0.03026432000000119,0.223007232
103,0.0014848709106445312,62.12,471.56741100000005,-0.030263296000001064,0.223007232
104,0.0014295578002929688,62.129999999999995,475.93279800000005,-0.03026432000000131,0.223007232
105,0.0013790130615234375,62.12,480.25368700000007,-0.004663808000000734,0.223007232
106,0.0013341903686523438,62.1,484.66109100000006,-0.01746380800000126,0.223007232
107,0.0012941360473632812,62.050000000000004,489.01010400000007,-0.029674496000001046,0.223007232
108,0.0012559890747070312,62.029999999999994,493.8828040000001,-0.03026278400000123,0.223007232
109,0.0012226104736328125,62.07,498.2575800000001,-0.030264320000001198,0.223007232
110,0.0011911392211914062,62.03999999999999,502.60703200000006,-0.03015321600000139,0.223007232
111,0.0011615753173828125,62.06,506.95036100000004,-0.029674496000001126,0.223007232
112,0.0011339187622070312,62.06,511.86675800000006,-0.017427456000001694,0.223007232
113,0.0011081695556640625,62.08,516.265922,-0.017463808000001434,0.223007232
114,0.0010833740234375,62.12,521.1235360000001,-0.030263808000000912,0.223007232
115,0.00106048583984375,62.12,526.112429,-0.03026432000000131,0.223007232
116,0.0010385513305664062,62.1,530.980807,-0.0046643200000012815,0.223007232
117,0.0010175704956054688,62.12,535.338926,-0.030214144000001185,0.223007232
118,0.0009965896606445312,62.160000000000004,540.197171,0.02093670399999862,0.223007232
119,0.0009775161743164062,62.129999999999995,544.503161,-0.004369408000000869,0.223007232
120,0.0009593963623046875,62.19,548.879327,-0.030264320000001198,0.223007232
121,0.0009417533874511719,62.19,553.69537,-0.023864320000001125,0.223007232
122,0.0009250640869140625,62.21,558.043499,-0.029752320000001345,0.223007232
123,0.0009083747863769531,62.19,562.987297,-0.03025459200000099,0.223007232
124,0.00089263916015625,62.17,567.325476,-0.004664319999996388,0.223007232
125,0.00087738037109375,62.18,571.714301,-0.030264320000000865,0.223007232
126,0.0008625984191894531,62.22,576.62967,-0.030264320000001142,0.223007232
127,0.0008482933044433594,62.22,580.973071,-0.03026432000000069,0.223007232
128,0.0008344650268554688,62.21,585.359296,-0.030264320000001357,0.223007232
129,0.0008206367492675781,62.22,590.220616,-0.030264320000001253,0.223007232
130,0.0008077621459960938,62.19,594.599618,0.02733567999999901,0.223007232
131,0.0007953643798828125,62.17,598.956291,-0.030264320000001357,0.223007232
132,0.0007829666137695312,62.2,603.834449,-0.030264320000001087,0.223007232
133,0.0007710456848144531,62.22,608.5991759999999,-0.03026432000000096,0.223007232
134,0.0007596015930175781,62.18,612.9742709999999,-0.023863808000001444,0.223007232
135,0.0007486343383789062,62.18,617.340474,-0.030264320000001142,0.223007232
136,0.0007376670837402344,62.19,622.16102,-0.023864320000001174,0.223007232
137,0.0007266998291015625,62.22,626.780605,0.020935679999998943,0.223007232
138,0.0007166862487792969,62.22,631.117786,-0.030263808000001245,0.223007232
139,0.0007066726684570312,62.239999999999995,635.4957880000001,-0.03026432000000131,0.223007232
140,0.0006966590881347656,62.25000000000001,640.3922060000001,-0.030225920000001585,0.223007232
141,0.0006871223449707031,62.23,645.2473160000001,-0.004664320000001131,0.223007232
142,0.0006780624389648438,62.239999999999995,650.147867,-0.023864320000001348,0.223007232
143,0.0006690025329589844,62.19,654.543053,0.0017356799999991798,0.223007232
144,0.000659942626953125,62.18,659.378077,-0.01746380800000126,0.223007232
145,0.0006513595581054688,62.19,663.7464669999999,-0.023864320000000952,0.223007232
146,0.0006427764892578125,62.2,668.1114469999999,-0.03008000000000135,0.223007232
147,0.0006346702575683594,62.2,672.4661539999998,-0.030264320000001198,0.223007232
148,0.0006265640258789062,62.22,676.7740299999998,-0.004654592000001255,0.223007232
149,0.0006184577941894531,62.21,681.6086849999998,-0.030264320000001357,0.223007232
150,0.0006108283996582031,62.22,686.4778149999999,-0.02386329600000111,0.223007232
151,0.0006031990051269531,62.18,690.8024699999999,-0.0038195200000013187,0.223007232
152,0.0005960464477539062,62.2,695.1578549999998,0.033735679999998644,0.223007232
153,0.0005888938903808594,62.2,699.6101339999998,-0.03026432000000131,0.223007232
154,0.0005817413330078125,62.21,704.0289679999997,-0.030263808000000912,0.223007232
155,0.0005745887756347656,62.21,708.8495599999998,-0.023864320000001125,0.223007232
156,0.0005679130554199219,62.21,713.7123089999998,-0.030264320000001198,0.223007232
157,0.0005612373352050781,62.19,718.1351169999998,-0.030263296000001404,0.223007232
158,0.0005550384521484375,62.19,723.0667519999998,-0.030264320000001087,0.223007232
159,0.0005483627319335938,62.2,727.4837409999998,-0.030264320000001198,0.223007232
160,0.0005421638488769531,62.19,731.9102149999998,-0.03026432000000129,0.223007232
161,0.0005359649658203125,62.18,736.3656289999998,-0.030264320000001357,0.223007232
162,0.0005297660827636719,62.21,741.3296319999998,-0.030264320000000976,0.223007232
163,0.0005240440368652344,62.19,745.6765729999998,-0.03026329600000123,0.223007232
164,0.0005183219909667969,62.160000000000004,750.0081229999998,-0.011064320000001125,0.223007232
165,0.0005125999450683594,62.160000000000004,754.3706179999998,0.009651199999998682,0.223007232
166,0.0005068778991699219,62.11,758.7468479999998,-0.03021363200000117,0.223007232
167,0.0005016326904296875,62.13999999999999,763.6231759999997,-0.023864320000001125,0.223007232
168,0.00049591064453125,62.150000000000006,767.9926359999997,-0.023864320000001174,0.223007232
169,0.0004906654357910156,62.150000000000006,772.3356799999997,-0.03026432000000131,0.223007232
170,0.0004856586456298828,62.129999999999995,776.6690269999997,-0.017454592000001067,0.223007232
171,0.00048065185546875,62.13999999999999,781.0586609999997,-0.030214144000001882,0.223007232
172,0.0004754066467285156,62.11,785.4477829999997,-0.030264320000001087,0.223007232
173,0.0004706382751464844,62.11,789.7621629999998,-0.023864320000001348,0.223007232
174,0.00046563148498535156,62.1,794.7222229999998,-0.004664320000001297,0.223007232
175,0.0004611015319824219,62.129999999999995,799.1353199999998,-0.030264320000001087,0.223007232
176,0.0004563331604003906,62.11,804.0168529999997,-0.030264320000001357,0.223007232
177,0.00045180320739746094,62.07,808.3924309999998,-0.03026432000000131,0.223007232
178,0.00044727325439453125,62.1,813.2770699999998,0.008135679999998735,0.223007232
179,0.0004429817199707031,62.09,817.6870439999998,-0.03026432000000131,0.223007232
180,0.00043845176696777344,62.11,822.5491619999998,-0.023864320000001268,0.223007232
181,0.0004341602325439453,62.09,827.4059199999998,-0.023863808000001173,0.223007232
182,0.00043010711669921875,62.09,831.8148659999998,-0.030264320000000976,0.223007232
183,0.0004258155822753906,62.07,836.1566209999999,-0.030264320000001087,0.223007232
184,0.0004220008850097656,62.11,841.0175959999999,-0.030264320000001135,0.223007232
185,0.0004177093505859375,62.08,845.9040909999999,-0.017464320000001053,0.223007232
186,0.0004138946533203125,62.1,850.4326619999999,-0.0302638080000008,0.223007232
187,0.0004100799560546875,62.09,855.3059649999999,-0.030264320000001184,0.223007232
188,0.0004062652587890625,62.09,859.6898749999999,-0.023854080000001297,0.223007232
189,0.0004024505615234375,62.07,864.1519189999999,-0.03025459200000121,0.223007232
190,0.00039887428283691406,62.09,869.162749,-0.030264320000000643,0.223007232
191,0.00039505958557128906,62.06,874.03237,-0.030264319999995536,0.223007232
192,0.0003914833068847656,62.08,878.948263,-0.030264320000001087,0.223007232
193,0.00038814544677734375,62.019999999999996,883.838077,-0.02386380800000122,0.223007232
194,0.0003845691680908203,62.08,888.73455,-0.03026432000000131,0.223007232
195,0.00038123130798339844,62.050000000000004,893.093034,0.17525657599999858,0.223007232
196,0.00037789344787597656,62.08,897.400979,0.027335679999998842,0.223007232
197,0.0003743171691894531,62.06,901.805961,-0.03026432000000131,0.223007232
198,0.0003712177276611328,62.09,906.1736010000001,-0.030264320000001135,0.223007232
199,0.0003681182861328125,62.07,911.0509650000001,-0.004664320000001075,0.223007232
200,0.0003647804260253906,62.08,916.0431660000002,-0.017464320000001164,0.223007232
