losses,accuracies,cum_times
[tensor(2.5182, device='cuda:0'), 1.7642833948135377, 1.4002578735351563, 1.329895544052124, 1.1971447944641114, 1.1860874891281128, 1.0712400436401368, 1.0351707935333252, 0.9680718421936035, 0.9212499856948853, 0.8786579132080078, 0.8340391635894775, 0.7880696415901184, 0.7350202918052673, 0.7248046278953553, 0.6779308676719665, 0.645131778717041, 0.6031195402145386, 0.5786641359329223, 0.5365940809249878, 0.4751433074474335, 0.43175835609436036, 0.3631332814693451, 0.3359110951423645, 0.3098321437835693, 0.28837701082229616, 0.2671754896640778, 0.2416182428598404, 0.22580282390117645, 0.20635783076286315, 0.1915773868560791, 0.18016000092029572, 0.16388444006443023, 0.1489486277103424, 0.13436938226222991, 0.1225746288895607, 0.1070641502737999, 0.09528940320014953, 0.09086633622646331, 0.07845866978168488, 0.05941327065229416, 0.05286431387066841, 0.04791092723608017, 0.04130856767296791, 0.03858502581715584, 0.035278405994176865, 0.0315577644854784, 0.02986053377389908, 0.025317296013236047, 0.02335185930132866, 0.021477635949850082],[9.7, 42.83, 47.19, 47.98, 51.64, 52.15, 53.49, 53.58, 54.37, 54.69, 54.99, 55.17, 55.18, 55.47, 55.59, 55.12, 55.44, 56.04, 55.63, 55.92, 55.19, 56.46, 55.93, 56.05, 55.63, 55.69, 55.8, 55.73, 55.62, 55.17, 55.47, 54.78, 55.42, 54.92, 55.21, 55.21, 54.82, 55.05, 55.05, 55.29, 55.42, 55.0, 55.13, 55.36, 55.23, 55.15, 54.82, 54.86, 55.04, 54.64, 54.92],[  18.79402137   98.46404624  160.97594881  217.79424238  269.04830694
  333.58747268  390.60355592  456.01746893  524.108042    590.33361435
  659.77390981  730.84462547  800.10620141  869.61863303  942.44222379
 1010.60273743 1079.65265465 1150.56325054 1225.07076788 1295.47272277
 1363.28419447 1433.91926384 1501.79669523 1569.3685658  1639.94443917
 1708.56855536 1776.67047691 1846.8476069  1917.08062601 1985.91834235
 2054.3629179  2125.79403877 2196.02353573 2265.577981   2339.6612885
 2413.66377759 2484.72888899 2557.37174058 2631.52151537 2708.23782897
 2766.42514777 2827.66686177 2890.28165603 2950.5009768  3020.54135442
 3095.00009704 3165.3906157  3244.09246206 3300.21289277 3368.70405698
 3437.29853153]
[tensor(0.0224, device='cuda:0'), 0.019219836220145226, 0.01673164255917072, 0.015176695585250855, 0.0136978792026639, 0.01180916726589203, 0.01063234992325306, 0.009309611655771733, 0.00867471918463707, 0.0071812356822192665, 0.006942792516201735, 0.006504596583545208, 0.005794856138527394, 0.004821853246539831, 0.004034741641953587, 0.0037442403845489025, 0.003481442481279373, 0.0030890983529388905, 0.002581878378987312, 0.0023004114627838135, 0.002081740973517299, 0.0018476399360224604, 0.0016458117170259356, 0.0014824930345639586, 0.00139360090252012, 0.001250436552800238, 0.0011272234143689275, 0.0009959814487956464, 0.0009346252074465156, 0.0007948160520754755, 0.0007548630819655955, 0.0006511751911602914, 0.0006392114097252488, 0.000542141601908952, 0.0004929539863951504, 0.0004462005628738552, 0.0003952479106374085, 0.0003884858335368335, 0.0003418261592742056, 0.0003020742908120155, 0.0002610909461509436, 0.0002501059148926288, 0.0002227247634436935, 0.00019771482038777322, 0.0001846941973781213, 0.00016243860882241278, 0.00015653956506866962, 0.00013487053220160306, 0.00012771861074725165, 0.00011029387824237346, 0.00010417956800665707],[54.92, 54.83, 54.84, 54.76, 54.88, 54.87, 54.88, 54.61, 54.89, 55.08, 54.9, 55.08, 54.78, 54.96, 54.84, 54.77, 54.62, 54.87, 54.79, 54.69, 54.84, 54.79, 54.69, 54.7, 54.54, 54.57, 54.78, 54.46, 54.64, 54.45, 54.59, 54.57, 54.78, 54.71, 54.53, 54.87, 54.42, 54.68, 54.67, 54.69, 54.59, 54.49, 54.67, 54.28, 54.72, 54.35, 54.62, 54.45, 54.8, 54.54, 54.28],[1.96683407e-02 7.39475114e+01 1.43672027e+02 2.15472992e+02
 2.85997651e+02 3.56915200e+02 4.19478063e+02 4.78938950e+02
 5.49291394e+02 6.01719648e+02 6.63605375e+02 7.35845842e+02
 7.99277294e+02 8.48996392e+02 8.91795740e+02 9.41205828e+02
 1.01469999e+03 1.07826454e+03 1.12826701e+03 1.17222536e+03
 1.22311335e+03 1.26589556e+03 1.31891328e+03 1.36177820e+03
 1.41307319e+03 1.45871658e+03 1.51209931e+03 1.55773616e+03
 1.60884652e+03 1.64666032e+03 1.69727028e+03 1.73915600e+03
 1.78977019e+03 1.83531125e+03 1.88795867e+03 1.94062378e+03
 1.98429329e+03 2.03592334e+03 2.08088722e+03 2.13295449e+03
 2.17762350e+03 2.23163190e+03 2.28291939e+03 2.32646824e+03
 2.37875811e+03 2.42371483e+03 2.47535016e+03 2.51926915e+03
 2.57283134e+03 2.61827860e+03 2.67398306e+03]
[tensor(0.0001, device='cuda:0'), 9.954992274288088e-05, 8.64293018821627e-05, 8.155695686582476e-05, 7.282982987817377e-05, 6.212850566953421e-05, 5.7661176106194036e-05, 5.24812210642267e-05, 4.855222068727017e-05, 4.420760742505081e-05, 4.532950188149698e-05, 3.566095547284931e-05, 3.3082038498832844e-05, 3.198153644916602e-05, 2.685085164557677e-05, 2.517863867979031e-05, 2.215095992141869e-05, 2.1059534992673436e-05, 1.847844723670278e-05, 1.7417109120287932e-05, 1.685491206444567e-05, 1.4507443484035321e-05, 1.3931292778579519e-05, 1.267883344553411e-05, 1.0795578054967336e-05, 1.09410633740481e-05, 9.330733155366033e-06, 8.821256597002502e-06, 7.697454293520423e-06, 7.047666531434515e-06, 6.254361687751953e-06, 6.273396957112709e-06, 5.2320733630040195e-06, 5.126538235344924e-06, 4.525205895333784e-06, 4.117697835681611e-06, 3.908244889316848e-06, 3.5246709103375905e-06, 3.29449189848674e-06, 3.0794289159530307e-06, 2.720790416788077e-06, 2.496430670362315e-06, 2.2891099888511233e-06, 2.047320936071628e-06, 1.8652628341442324e-06, 1.9585126892707195e-06, 1.6866943269633338e-06, 1.4246665386963287e-06, 1.3057294381724204e-06, 1.1806983366113855e-06, 1.1288851965218782e-06],[54.28, 54.13, 54.39, 54.44, 54.38, 54.33, 54.61, 54.42, 54.24, 54.4, 54.47, 54.45, 54.57, 54.4, 54.42, 54.35, 54.11, 54.33, 54.35, 54.51, 54.38, 54.39, 54.45, 54.39, 54.53, 54.3, 54.56, 54.14, 54.3, 54.2, 54.43, 54.29, 54.2, 54.51, 54.29, 54.5, 54.54, 54.18, 54.35, 54.41, 54.33, 54.5, 54.31, 54.45, 54.13, 54.49, 54.27, 54.2, 54.26, 54.22, 54.54],[1.92728043e-02 4.39118402e+01 9.83013141e+01 1.43894530e+02
 1.97085186e+02 2.49037962e+02 2.94678134e+02 3.48727812e+02
 3.93069844e+02 4.56983024e+02 5.00176634e+02 5.53203298e+02
 5.97937696e+02 6.51317005e+02 6.94514136e+02 7.46409310e+02
 7.90281381e+02 8.42749096e+02 8.86404110e+02 9.48441722e+02
 9.95311220e+02 1.04011184e+03 1.09380056e+03 1.14564741e+03
 1.18946505e+03 1.24140602e+03 1.28576404e+03 1.33937035e+03
 1.38574250e+03 1.43769454e+03 1.48543365e+03 1.53873321e+03
 1.58330688e+03 1.63416758e+03 1.68541670e+03 1.73761471e+03
 1.79056932e+03 1.83462378e+03 1.88726361e+03 1.93915021e+03
 1.98278540e+03 2.03388708e+03 2.07949858e+03 2.14653451e+03
 2.19063677e+03 2.24634697e+03 2.31176446e+03 2.35599395e+03
 2.41377873e+03 2.48795024e+03 2.54123140e+03]
