epoch,min,max,mean
0,2.3022296905517576,2.3161666870117186,2.30917236328125
1,2.0322564363479616,2.0984591484069823,2.071004114151001
2,1.7646940231323243,1.932297134399414,1.8420825004577637
3,1.7018159627914429,1.8178274869918822,1.7373979091644287
4,1.6548451900482177,1.7692710161209106,1.6963753175735472
5,1.6221959590911865,1.7049814701080321,1.647879023551941
6,1.5882757663726808,1.658745789527893,1.6163524484634402
7,1.564103865623474,1.6423968076705933,1.5994488811492922
8,1.5383395195007323,1.6168459415435792,1.578430767059326
9,1.5230762958526611,1.6042391777038574,1.5575532865524293
10,1.5062012195587158,1.5808095932006836,1.5409317016601565
11,1.5023283004760741,1.559865117073059,1.5240794277191163
12,1.4826799869537353,1.5483915090560914,1.5045435714721678
13,1.4750273942947387,1.5422597169876098,1.4932315921783448
14,1.4643977403640747,1.5335274934768677,1.481474084854126
15,1.4499611139297486,1.527996039390564,1.469656491279602
16,1.4344103813171387,1.5116586685180664,1.4572389078140258
17,1.415804100036621,1.5127022504806518,1.450750341415405
18,1.4100604057312012,1.5087713956832887,1.441606822013855
19,1.395729088783264,1.49960196018219,1.4326975727081297
20,1.3890200853347778,1.4819090604782104,1.4249752187728881
21,1.3818876981735229,1.4781965494155884,1.4192134714126587
22,1.3755481719970704,1.4668723344802856,1.4127870559692384
23,1.3726136922836303,1.4689408779144286,1.4097331285476684
24,1.3688103199005126,1.4593696594238281,1.4021511363983155
25,1.3591342210769652,1.454719352722168,1.389834713935852
26,1.3536606788635255,1.4488305568695068,1.3805337142944336
27,1.3485360860824585,1.428070640563965,1.3752095556259156
28,1.3400346040725708,1.419717025756836,1.3644268560409545
29,1.330099606513977,1.4133347272872925,1.3589422750473024
30,1.3245006322860717,1.3959486484527588,1.3492361783981324
31,1.3173464298248292,1.395762062072754,1.3456677961349488
32,1.31707603931427,1.3959129095077514,1.3417124652862547
33,1.3038793802261353,1.3734938144683837,1.3337079095840454
34,1.3007750988006592,1.3716403245925903,1.3285558557510375
35,1.2870298385620118,1.3688544511795044,1.3215219449996949
36,1.293666958808899,1.3457228422164917,1.312976198196411
37,1.2796066045761108,1.3402949810028075,1.3062972402572632
38,1.2761682271957397,1.3327242851257324,1.2991645288467408
39,1.2721114873886108,1.3283663272857666,1.2973914194107055
40,1.2645780086517333,1.330456018447876,1.2939071130752562
41,1.2514817476272584,1.3130842208862306,1.2830877923965454
42,1.2532999515533447,1.3174282789230347,1.279319682121277
43,1.2475187540054322,1.3155614852905273,1.2744680166244506
44,1.2425395965576171,1.3065046548843384,1.2705369758605958
45,1.233641791343689,1.3044872999191284,1.2659785890579225
46,1.234702205657959,1.2924048185348511,1.2614495277404785
47,1.228139543533325,1.2942495584487914,1.2579619121551515
48,1.220668864250183,1.2825713396072387,1.2513869333267211
49,1.2122874498367309,1.2798683643341064,1.2463566732406615
50,1.2069908142089845,1.2678492546081543,1.2389959907531738
51,1.2059055805206298,1.2631918668746949,1.235330648422241
52,1.2025536060333253,1.2681919813156128,1.2341914129257203
53,1.2062400579452515,1.2617459774017334,1.232070355415344
54,1.1895504951477052,1.256853175163269,1.222953758239746
55,1.186220359802246,1.2525998592376708,1.2189181137084961
56,1.1850706100463868,1.2500746250152588,1.2188619565963745
57,1.1811814785003663,1.2448026895523072,1.2126282358169553
58,1.1743415594100952,1.2417775392532349,1.2081553173065185
59,1.1709849119186402,1.238894510269165,1.2045383024215697
60,1.1611467599868774,1.23205623626709,1.1983263301849365
61,1.1658161640167237,1.2343908071517944,1.2006407499313356
62,1.1589484214782715,1.2275976419448853,1.1960366201400756
63,1.1548786163330078,1.227517294883728,1.1921757602691652
64,1.1480810165405273,1.2217694044113159,1.1892027425765992
65,1.1437239170074462,1.219852900505066,1.182969160079956
66,1.1478548526763916,1.2151853561401367,1.181630220413208
67,1.138767409324646,1.212476873397827,1.1781765842437746
68,1.1320927381515502,1.205062699317932,1.1728824138641358
69,1.129927134513855,1.2059499263763427,1.1707034492492676
70,1.1264734745025635,1.1991050004959107,1.1659139060974122
71,1.1244108200073242,1.1972291707992553,1.163166289329529
72,1.1222151279449464,1.1997868061065673,1.1631124305725098
73,1.1269333600997924,1.1885922431945801,1.1631746912002563
74,1.11891667842865,1.193349051475525,1.1557379102706908
75,1.115803337097168,1.1878161191940309,1.1525196647644043
76,1.1110177993774415,1.1881146669387816,1.1510952806472778
77,1.1085744380950928,1.1816929817199706,1.1472854566574096
78,1.1040168046951293,1.1772278547286987,1.141399984359741
79,1.101621413230896,1.168531584739685,1.1373497533798216
80,1.0981197834014893,1.1643235445022584,1.1340123939514162
81,1.094440484046936,1.1586156845092774,1.1310166454315187
82,1.1006786584854127,1.1591633319854737,1.1320654344558716
83,1.0901643991470338,1.162711787223816,1.1301092958450316
84,1.0826178073883057,1.1533947944641114,1.123255100250244
85,1.081300973892212,1.1508866786956786,1.1203901100158693
86,1.0810217380523681,1.1369030714035033,1.1176108598709107
87,1.0813241958618165,1.1353825330734253,1.1139798402786254
88,1.0712570190429687,1.130232334136963,1.1092050790786743
89,1.072300958633423,1.1245607376098632,1.1063453674316406
90,1.0804869890213014,1.1250216484069824,1.1077628231048586
91,1.0727449178695678,1.116818380355835,1.1013871097564698
92,1.0779511690139771,1.1225534677505493,1.1021683025360107
93,1.0688092708587646,1.1196364164352417,1.098450231552124
94,1.0662246465682983,1.1115037679672242,1.0925281810760499
95,1.064092183113098,1.1084843158721924,1.0925007677078247
96,1.0646710634231566,1.1069367170333861,1.0909663581848144
97,1.0555466413497925,1.1074429035186768,1.088591685295105
98,1.0546175241470337,1.1062622547149659,1.0849792194366457
99,1.0561274766921998,1.0997705698013305,1.0818855524063111
100,1.0507675886154175,1.1039543151855469,1.0832317209243774
