epoch,min,max,mean
0,6.64,13.04,9.812
1,20.78,64.39,39.607
2,62.74,74.81,71.671
3,65.62,75.79,72.657
4,65.89,83.24,74.95599999999999
5,63.44,81.67,74.85500000000002
6,68.2,80.89,75.79299999999999
7,69.17,84.13,78.14000000000001
8,70.45,84.65,78.69899999999998
9,75.7,86.18,80.95899999999999
10,76.39,88.24,82.055
11,76.38,88.5,82.77000000000001
12,76.43,88.63,82.987
13,77.43,89.42,83.879
14,77.67,90.04,83.95500000000001
15,80.95,90.8,84.718
16,81.03,90.86,84.904
17,81.06,90.9,84.674
18,80.43,91.67,85.51199999999999
19,80.32,91.72,85.98599999999999
20,80.25,91.66,86.33699999999997
21,80.24,91.79,86.59
22,80.26,91.9,86.824
23,81.2,92.15,86.998
24,81.37,92.37,87.306
25,81.45,92.4,87.11200000000001
26,81.61,92.52,87.357
27,82.66,92.76,87.759
28,84.73,92.75,88.615
29,84.78,92.76,88.746
30,85.74,92.69,89.11500000000001
31,85.71,92.89,89.48400000000001
32,86.22,93.1,90.208
33,86.48,93.57,90.227
34,86.61,93.64,90.45500000000001
35,86.78,93.75,90.673
36,86.89,93.75,91.002
37,89.13,94.07,91.617
38,89.31,94.17,91.86399999999999
39,89.37,94.5,92.324
40,89.41,94.54,92.51899999999998
41,89.54,94.77,92.701
42,89.56,94.88,92.84099999999998
43,89.56,94.83,92.978
44,91.1,94.84,93.151
45,91.26,94.84,93.263
46,91.35,95.15,93.349
47,91.37,95.26,93.404
48,91.38,95.22,93.424
49,91.4,95.37,93.476
50,91.42,95.37,93.547
51,91.45,95.41,93.68699999999998
52,91.51,95.57,93.76699999999998
53,91.59,95.64,93.841
54,91.66,95.64,93.96000000000001
55,91.69,95.77,94.07300000000001
56,91.74,95.88,94.221
57,91.75,95.89,94.30099999999999
58,91.77,95.91,94.332
59,91.81,95.92,94.38500000000002
60,91.87,96.11,94.52900000000001
61,92.24,96.11,94.66799999999999
62,92.25,96.14,94.74699999999999
63,92.3,96.08,94.82300000000001
64,92.34,96.17,94.93
65,92.32,96.16,94.93499999999999
66,92.34,96.2,94.96400000000003
67,92.63,96.26,95.06899999999999
68,92.8,96.26,95.14899999999999
69,93.2,96.22,95.20900000000002
70,93.18,96.35,95.296
71,93.26,96.32,95.354
72,93.32,96.35,95.383
73,93.45,96.47,95.43300000000002
74,93.53,96.45,95.476
75,93.72,96.44,95.499
76,93.69,96.44,95.50899999999999
77,93.8,96.5,95.549
78,94.11,96.5,95.61099999999999
79,94.16,96.51,95.655
80,94.45,96.77,95.75199999999998
81,94.49,96.71,95.827
82,94.53,96.72,95.882
83,94.78,96.71,95.94
84,94.83,96.72,95.951
85,94.73,96.74,95.958
86,94.78,96.74,95.964
87,94.84,96.76,96.03900000000002
88,94.8,96.88,96.03999999999999
89,94.8,96.84,96.07199999999999
90,94.84,96.84,96.10600000000002
91,94.86,96.9,96.111
92,94.86,96.95,96.16799999999999
93,94.85,96.96,96.199
94,94.93,96.95,96.224
95,94.97,96.97,96.24000000000001
96,94.96,97.0,96.253
97,94.98,97.05,96.28
98,94.99,97.04,96.29499999999999
99,94.98,97.11,96.33500000000001
100,95.07,97.09,96.348
