epoch,min,max,mean
0,8.24,12.37,9.872
1,24.76,26.47,25.526000000000003
2,26.85,30.33,28.768
3,31.52,33.06,32.206
4,33.23,34.7,33.95799999999999
5,35.7,36.94,36.136
6,37.16,38.19,37.724
7,38.51,39.32,38.822
8,39.46,40.04,39.698
9,40.06,41.33,40.62199999999999
10,40.94,41.73,41.40599999999999
11,41.9,42.83,42.386
12,42.77,43.44,43.174
13,43.66,44.19,43.82600000000001
14,43.84,44.64,44.176
15,44.36,44.95,44.593999999999994
16,44.64,45.43,45.02199999999999
17,44.98,45.74,45.379999999999995
18,45.45,46.06,45.803999999999995
19,45.8,46.5,46.192
20,46.09,46.97,46.416000000000004
21,46.23,47.21,46.69
22,46.51,47.55,47.034000000000006
23,46.9,47.65,47.328
24,47.19,47.85,47.534
25,47.58,48.25,47.818
26,47.99,48.37,48.192
27,48.46,48.89,48.588
28,48.61,48.89,48.767999999999994
29,48.52,49.12,48.842000000000006
30,48.48,49.28,48.922
31,48.67,49.37,49.082
32,48.92,49.81,49.39
33,49.19,49.54,49.337999999999994
34,48.73,49.84,49.47
35,49.25,49.93,49.65
36,49.38,50.22,49.692
37,49.83,50.25,50.077999999999996
38,50.03,50.49,50.262
39,49.89,50.84,50.312
40,50.18,50.76,50.486000000000004
41,50.48,50.9,50.744
42,50.62,51.14,50.88
43,50.63,51.34,50.924
44,51.14,51.39,51.288
45,50.98,51.55,51.266
46,51.3,51.8,51.522000000000006
47,51.51,51.82,51.69199999999999
48,51.63,52.02,51.775999999999996
49,51.59,52.31,52.08
50,51.55,52.21,51.858000000000004
51,51.15,52.23,51.914
52,51.27,52.72,52.202
53,52.08,52.6,52.318
54,51.82,53.02,52.448
55,52.16,52.67,52.48199999999999
56,52.13,53.27,52.581999999999994
57,51.81,52.95,52.574
58,52.53,52.99,52.694
59,51.53,52.73,52.06999999999999
60,51.41,52.96,52.42999999999999
61,52.06,53.27,52.71600000000001
62,52.4,53.32,52.794
63,52.29,53.74,52.757999999999996
64,52.51,53.23,52.93399999999999
65,52.46,53.67,53.064
66,52.26,54.18,53.11600000000001
67,52.22,53.67,52.931999999999995
68,53.03,53.83,53.31400000000001
69,52.8,54.2,53.366
70,52.72,54.05,53.324
71,52.83,53.91,53.379999999999995
72,53.37,53.7,53.5
73,53.27,54.23,53.71999999999999
74,52.75,54.22,53.468
75,53.16,53.97,53.714
76,53.34,54.34,53.724000000000004
77,53.03,54.16,53.666
78,52.75,54.27,53.553999999999995
79,51.96,54.59,53.275999999999996
80,52.66,53.94,53.517999999999994
81,52.46,54.23,53.198
82,53.01,54.28,53.564
83,52.93,54.29,53.638
84,52.94,54.31,53.513999999999996
85,52.82,54.59,53.61999999999999
86,53.41,54.81,53.989999999999995
87,53.0,54.54,53.653999999999996
88,53.76,54.79,54.013999999999996
89,52.74,54.76,53.648
90,53.28,54.87,53.862
91,53.26,54.89,53.791999999999994
92,53.28,54.84,53.806
93,53.03,54.97,53.855999999999995
94,53.22,54.88,53.81
95,53.27,55.06,53.989999999999995
96,53.46,54.76,54.007999999999996
97,52.74,54.42,53.698
98,52.44,54.21,53.458000000000006
99,53.18,54.29,53.742
100,53.36,54.69,54.013999999999996
