losses,accuracies,cum_times
"[2.416599988937378, 2.0178637504577637, 1.9540661573410034, 2.1268229484558105, 2.178957462310791, 2.015180826187134, 1.9504214525222778, 2.0119364261627197, 2.0636720657348633, 1.8782832622528076, 1.9231845140457153, 1.7387598752975464, 1.7961878776550293, 1.7023929357528687, 1.7624098062515259, 1.8797614574432373, 1.922137975692749, 1.9073582887649536, 1.856245756149292, 1.7836672067642212, 1.7785087823867798, 1.8030954599380493, 1.7488434314727783, 1.7123565673828125, 1.8138549327850342, 1.744729995727539, 1.6539217233657837, 1.6822153329849243, 1.6580106019973755, 1.6385204792022705, 1.6228151321411133, 1.62124764919281, 1.59825599193573, 1.5951234102249146, 1.5983606576919556, 1.6117194890975952, 1.5893757343292236, 1.5843182802200317, 1.5792293548583984, 1.574129581451416, 1.5711352825164795, 1.570080280303955, 1.5682529211044312, 1.5673539638519287, 1.5672911405563354, 1.5216412544250488, 1.495547890663147, 1.4955874681472778, 1.5308594703674316, 1.515865683555603, 1.5051413774490356, 1.4989604949951172, 1.4979552030563354, 1.5167865753173828, 1.517307996749878, 1.5034403800964355, 1.5028095245361328, 1.4914405345916748, 1.486154556274414, 1.4841135740280151, 1.4837967157363892, 1.4834190607070923, 1.4830447435379028, 1.4827793836593628, 1.4825376272201538, 1.4823050498962402, 1.4820932149887085, 1.481726050376892, 1.4815856218338013, 1.4814306497573853, 1.4812830686569214, 1.4811437129974365, 1.4810129404067993, 1.4808827638626099, 1.48076331615448, 1.4806482791900635, 1.4805443286895752, 1.4804407358169556, 1.4803329706192017, 1.480216383934021, 1.4801033735275269, 1.4800457954406738, 1.4797626733779907, 1.4795706272125244, 1.479355812072754, 1.4792044162750244, 1.4790563583374023, 1.4789178371429443, 1.478776216506958, 1.4786548614501953, 1.478542685508728, 1.4784306287765503, 1.4783097505569458, 1.478200912475586, 1.4780930280685425, 1.4780458211898804, 1.4779022932052612, 1.4778059720993042, 1.477806568145752, 1.4776644706726074, 1.4775692224502563]","[10.36, 30.72, 44.09, 21.19, 27.35, 38.45, 48.88, 35.38, 11.46, 54.23, 49.31, 59.12, 60.17, 70.48, 62.5, 61.04, 42.01, 47.5, 55.5, 60.69, 46.9, 54.22, 56.01, 59.15, 57.47, 60.0, 72.71, 67.34, 71.42, 71.66, 75.71, 83.24, 84.58, 83.43, 81.36, 75.75, 85.36, 86.3, 86.04, 86.55, 87.0, 87.31, 87.69, 88.01, 89.65, 94.09, 95.15, 95.32, 92.79, 92.61, 94.12, 94.76, 94.73, 93.1, 92.75, 94.29, 93.35, 95.2, 95.89, 95.98, 95.98, 96.0, 96.06, 96.06, 96.1, 96.12, 96.12, 96.14, 96.17, 96.16, 96.15, 96.16, 96.17, 96.16, 96.18, 96.18, 96.2, 96.21, 96.23, 96.22, 96.22, 96.21, 96.27, 96.31, 96.29, 96.3, 96.28, 96.31, 96.3, 96.31, 96.3, 96.28, 96.28, 96.35, 96.36, 96.37, 96.38, 96.38, 96.36, 96.37, 96.37]","[ 2.74428201  3.41502619  3.90653658  4.07263994  4.23809838  4.6442349
  5.10851383  5.54913664  5.95540833  6.47045827  6.95280814  7.46400547
  8.00005841  8.47846341  9.00205684  9.37687874  9.54132462  9.70627117
  9.87313843 10.04971313 10.53910899 10.97931814 11.44355869 11.92028975
 12.37652516 12.54146528 12.99815059 13.51232076 13.92929578 14.40684366
 14.88336205 15.38484693 15.90825772 16.4547832  17.00120521 17.53894281
 18.05072761 18.52772713 19.0037632  19.46892595 19.96838713 20.5331831
 21.01165175 21.55217576 22.12173367 22.53045917 22.91181254 23.39055157
 23.9492805  24.4138     24.99799514 25.53341746 26.05706453 26.58043957
 27.1320765  27.73838806 28.30000949 28.72777224 29.2642355  29.6819737
 29.85870719 30.03643584 30.21385407 30.39124703 30.5711956  30.74808741
 30.92507195 31.31821823 31.49505043 31.67207599 31.84861898 32.02556515
 32.2019937  32.37887931 32.88868403 33.07106352 33.67537165 34.28836751
 34.46501827 34.64157009 34.81772399 34.98239255 35.37542033 35.76729298
 36.19628501 36.57684207 36.95933008 37.34045887 37.72760081 38.10779858
 38.51523137 38.89923596 39.28040838 39.66135716 40.04532027 40.20957088
 40.69339633 41.07422733 41.2383368  41.63130736 42.02360058]"
"[2.438335657119751, 2.2378413677215576, 2.219575881958008, 2.1601309776306152, 2.079481601715088, 1.8807834386825562, 1.68544340133667, 1.7904325723648071, 1.850997805595398, 1.7282755374908447, 1.6337013244628906, 1.6304081678390503, 1.6681640148162842, 1.6907109022140503, 1.6088144779205322, 1.7343688011169434, 1.6741994619369507, 1.7458575963974, 1.6174942255020142, 1.6705176830291748, 1.698593020439148, 1.5703274011611938, 1.5529690980911255, 1.5517431497573853, 1.5634570121765137, 1.5261205434799194, 1.5156893730163574, 1.5006084442138672, 1.4967446327209473, 1.4917123317718506, 1.4921060800552368, 1.489568829536438, 1.4883249998092651, 1.4854751825332642, 1.4858142137527466, 1.484157681465149, 1.4824113845825195, 1.4815497398376465, 1.481397271156311, 1.4899128675460815, 1.5010156631469727, 1.532152533531189, 1.6308372020721436, 1.5615586042404175, 1.5887415409088135, 1.559937596321106, 1.5112911462783813, 1.5158883333206177, 1.4896188974380493, 1.4973169565200806, 1.4828873872756958, 1.4804176092147827, 1.4799479246139526, 1.4779330492019653, 1.4773297309875488, 1.4767884016036987, 1.4763368368148804, 1.4760180711746216, 1.4757102727890015, 1.4753981828689575, 1.4751042127609253, 1.4749871492385864, 1.4746966361999512, 1.4748320579528809, 1.4744389057159424, 1.4742000102996826, 1.4739712476730347, 1.4735677242279053, 1.4737370014190674, 1.4732720851898193, 1.4730709791183472, 1.4729372262954712, 1.47278892993927, 1.4726382493972778, 1.4725064039230347, 1.4724361896514893, 1.4725456237792969, 1.472290277481079, 1.4722626209259033, 1.4734914302825928, 1.472434401512146, 1.4729111194610596, 1.4787516593933105, 1.4877040386199951, 1.5127311944961548, 1.521662712097168, 1.4934906959533691, 1.4837946891784668, 1.4984718561172485, 1.477590799331665, 1.4818872213363647, 1.477899432182312, 1.4741783142089844, 1.4724807739257812, 1.4719791412353516, 1.47163987159729, 1.4716482162475586, 1.4713836908340454, 1.4709237813949585, 1.4710441827774048, 1.4708454608917236]","[11.36, 27.24, 15.55, 17.95, 45.63, 55.07, 76.06, 62.59, 59.96, 24.82, 75.11, 85.0, 78.91, 81.51, 81.75, 75.77, 79.59, 67.49, 82.56, 46.33, 73.27, 88.02, 88.69, 86.46, 89.47, 91.1, 92.39, 94.56, 95.2, 95.58, 95.56, 95.86, 95.93, 96.07, 96.01, 96.21, 96.38, 96.42, 96.41, 95.15, 93.49, 92.09, 70.16, 83.32, 80.65, 85.27, 93.89, 93.21, 95.85, 95.0, 96.48, 96.53, 96.57, 96.77, 96.8, 96.88, 96.89, 96.87, 96.91, 96.99, 97.0, 96.95, 96.98, 96.92, 96.99, 97.0, 97.05, 97.07, 97.06, 97.15, 97.17, 97.2, 97.13, 97.19, 97.23, 97.27, 97.27, 97.25, 97.25, 96.99, 97.24, 97.14, 96.41, 95.14, 91.59, 93.67, 95.22, 96.12, 94.77, 96.91, 96.37, 96.68, 97.01, 97.15, 97.16, 97.19, 97.13, 97.23, 97.25, 97.2, 97.25]","[2.05261707e-02 1.81616068e-01 3.70873690e-01 9.09475565e-01
 1.33815742e+00 1.81484079e+00 2.26617551e+00 2.80401421e+00
 3.27987885e+00 3.80613661e+00 4.24780583e+00 4.81778002e+00
 5.35324264e+00 5.85254455e+00 6.39158893e+00 6.89555407e+00
 7.41979408e+00 8.00466132e+00 8.52750087e+00 9.06163383e+00
 9.62015510e+00 1.01453063e+01 1.07390580e+01 1.12765720e+01
 1.18344793e+01 1.24052892e+01 1.29431059e+01 1.35180368e+01
 1.41478920e+01 1.45802014e+01 1.50684395e+01 1.55711219e+01
 1.60870044e+01 1.66243107e+01 1.71839523e+01 1.77231340e+01
 1.82461309e+01 1.87807395e+01 1.93084745e+01 1.98366730e+01
 2.03040435e+01 2.08750663e+01 2.14574666e+01 2.19330003e+01
 2.24681258e+01 2.30025141e+01 2.35143218e+01 2.40402598e+01
 2.45639045e+01 2.50998845e+01 2.55802300e+01 2.61182981e+01
 2.66086416e+01 2.70764024e+01 2.75188396e+01 2.79366100e+01
 2.83225207e+01 2.87189260e+01 2.91146059e+01 2.96590004e+01
 3.00848825e+01 3.04897895e+01 3.09788759e+01 3.14592526e+01
 3.19952528e+01 3.25179183e+01 3.30557361e+01 3.36175454e+01
 3.41540391e+01 3.46275265e+01 3.51344428e+01 3.56488404e+01
 3.60451791e+01 3.65483577e+01 3.70719566e+01 3.75405715e+01
 3.80158920e+01 3.85385273e+01 3.90876513e+01 3.96176496e+01
 4.01620929e+01 4.07481990e+01 4.12626226e+01 4.18122361e+01
 4.23591967e+01 4.29573643e+01 4.34979560e+01 4.39452639e+01
 4.45143425e+01 4.52559764e+01 4.60650008e+01 4.66240008e+01
 4.72329049e+01 4.78060215e+01 4.83680234e+01 4.90941896e+01
 5.01406476e+01 5.06684432e+01 5.12335699e+01 5.17235405e+01
 5.22618089e+01]"
"[2.4236161708831787, 1.9446903467178345, 1.7030822038650513, 1.6924418210983276, 1.6549919843673706, 1.6109707355499268, 1.637300968170166, 1.6234232187271118, 1.60776948928833, 1.6258049011230469, 1.710036039352417, 1.716088056564331, 2.077014207839966, 2.0309033393859863, 1.9036784172058105, 2.0000345706939697, 1.8720885515213013, 2.0553600788116455, 2.075296401977539, 1.9110538959503174, 1.9625920057296753, 1.7066062688827515, 1.7128692865371704, 1.80144202709198, 1.7609710693359375, 1.7969820499420166, 1.603273868560791, 1.6499885320663452, 1.609419822692871, 1.5535186529159546, 1.5414376258850098, 1.5750133991241455, 1.5514506101608276, 1.5264480113983154, 1.5128487348556519, 1.5026310682296753, 1.4975004196166992, 1.4944860935211182, 1.4967621564865112, 1.4921799898147583, 1.4898191690444946, 1.4899348020553589, 1.4867405891418457, 1.4852126836776733, 1.484662413597107, 1.4840410947799683, 1.4865615367889404, 1.4844247102737427, 1.48678457736969, 1.492329478263855, 1.4965769052505493, 1.507874846458435, 1.508205771446228, 1.4920988082885742, 1.4840890169143677, 1.4809373617172241, 1.479541301727295, 1.4782999753952026, 1.4776403903961182, 1.477373480796814, 1.4771138429641724, 1.4770065546035767, 1.476699948310852, 1.4766173362731934, 1.477118730545044, 1.4765965938568115, 1.476196050643921, 1.4766303300857544, 1.4781690835952759, 1.4894168376922607, 1.4840103387832642, 1.479407787322998, 1.4778367280960083, 1.476326823234558, 1.4759801626205444, 1.4757633209228516, 1.4753193855285645, 1.4747430086135864, 1.4745819568634033, 1.4744030237197876, 1.4739865064620972, 1.4738664627075195, 1.4737375974655151, 1.4735444784164429, 1.473512887954712, 1.4734101295471191, 1.473334789276123, 1.4732390642166138, 1.4730889797210693, 1.473069429397583, 1.4731453657150269, 1.4731922149658203, 1.472733974456787, 1.472888469696045, 1.4727036952972412, 1.472762942314148, 1.472922682762146, 1.4726219177246094, 1.4726182222366333, 1.4725755453109741, 1.472641110420227]","[8.52, 48.37, 78.86, 77.4, 81.55, 83.81, 83.5, 88.67, 86.47, 86.91, 73.1, 71.24, 15.46, 34.03, 45.97, 33.7, 39.34, 20.25, 37.87, 39.1, 33.23, 55.67, 65.61, 54.52, 58.42, 62.39, 69.52, 73.0, 75.25, 87.72, 83.47, 75.57, 78.81, 85.28, 90.15, 94.3, 94.94, 95.16, 94.99, 95.32, 95.52, 95.48, 95.92, 96.05, 96.16, 96.22, 95.95, 96.21, 95.9, 95.36, 94.53, 92.72, 94.01, 95.65, 96.31, 96.51, 96.62, 96.63, 96.68, 96.69, 96.7, 96.66, 96.76, 96.79, 96.71, 96.81, 96.89, 96.83, 96.61, 94.92, 96.05, 96.72, 96.62, 96.73, 96.8, 96.72, 96.76, 96.79, 96.84, 96.8, 96.87, 96.89, 96.94, 96.86, 96.95, 96.87, 96.97, 96.89, 96.96, 96.88, 96.94, 96.89, 96.98, 96.94, 96.97, 96.95, 96.93, 96.99, 97.0, 97.0, 96.98]","[1.74272060e-02 1.79967642e-01 5.97970486e-01 1.12222838e+00
 1.62134862e+00 2.09751439e+00 2.85193467e+00 3.43453121e+00
 3.94918966e+00 4.44327307e+00 5.17888355e+00 5.70292568e+00
 6.36335015e+00 6.86681151e+00 7.23558307e+00 7.66750646e+00
 8.06224394e+00 8.25060177e+00 8.41528678e+00 8.80786490e+00
 8.98674178e+00 9.62453818e+00 1.01323779e+01 1.05599308e+01
 1.07487504e+01 1.09144819e+01 1.12972803e+01 1.17737091e+01
 1.22542074e+01 1.24215729e+01 1.29457390e+01 1.34794593e+01
 1.36437697e+01 1.41871529e+01 1.47113502e+01 1.52455966e+01
 1.61004519e+01 1.66600957e+01 1.72301364e+01 1.77071614e+01
 1.83440833e+01 1.88332849e+01 1.96554458e+01 2.02296908e+01
 2.07175496e+01 2.12169545e+01 2.17655873e+01 2.22424448e+01
 2.32357161e+01 2.37923479e+01 2.43937638e+01 2.52002347e+01
 2.61547930e+01 2.66690609e+01 2.72299275e+01 2.78178494e+01
 2.83059502e+01 2.89830534e+01 2.98291988e+01 3.03485570e+01
 3.09093010e+01 3.14558392e+01 3.19785426e+01 3.28932803e+01
 3.34269609e+01 3.39874785e+01 3.45346646e+01 3.51165614e+01
 3.56275556e+01 3.65932753e+01 3.71647387e+01 3.78750994e+01
 3.83741782e+01 3.88740013e+01 3.98311222e+01 4.03910913e+01
 4.09608946e+01 4.15201471e+01 4.20914121e+01 4.26861527e+01
 4.36425626e+01 4.42369549e+01 4.48421984e+01 4.54129179e+01
 4.60304906e+01 4.70134709e+01 4.76431842e+01 4.82489364e+01
 4.88670201e+01 4.98868947e+01 5.06315889e+01 5.12380779e+01
 5.18314695e+01 5.24768188e+01 5.35706573e+01 5.44126143e+01
 5.50775485e+01 5.56840770e+01 5.66916862e+01 5.75270247e+01
 5.81992986e+01]"
"[2.4144127368927, 2.2106194496154785, 2.1672654151916504, 2.2777457237243652, 2.2156872749328613, 2.2292654514312744, 2.2266736030578613, 2.2275288105010986, 2.211076021194458, 2.208953619003296, 2.2170238494873047, 2.069286823272705, 2.023521661758423, 2.0445852279663086, 1.9421736001968384, 1.9293006658554077, 1.914091944694519, 1.8769161701202393, 1.985633373260498, 1.829595685005188, 1.8254436254501343, 1.8164448738098145, 1.8713054656982422, 2.0433199405670166, 2.070678234100342, 2.0222716331481934, 2.066265106201172, 1.9657388925552368, 1.969599962234497, 1.9457049369812012, 1.9513473510742188, 1.872483253479004, 1.902116298675537, 1.833370566368103, 1.7778347730636597, 1.8205852508544922, 1.7383240461349487, 1.755059003829956, 1.7859971523284912, 1.7555969953536987, 1.725804328918457, 1.7168262004852295, 1.7472575902938843, 1.6443856954574585, 1.626975417137146, 1.6166090965270996, 1.615591287612915, 1.6161874532699585, 1.6126238107681274, 1.609047770500183, 1.6070959568023682, 1.6063587665557861, 1.6061701774597168, 1.606380581855774, 1.605095624923706, 1.6032012701034546, 1.6024788618087769, 1.6019021272659302, 1.6005480289459229, 1.6005762815475464, 1.5999243259429932, 1.5992991924285889, 1.5990010499954224, 1.5987359285354614, 1.598575472831726, 1.59854257106781, 1.5981879234313965, 1.5980024337768555, 1.5978877544403076, 1.5977429151535034, 1.59759521484375, 1.5982526540756226, 1.597804069519043, 1.5977708101272583, 1.6011033058166504, 1.5981887578964233, 1.5973469018936157, 1.598780632019043, 1.5988768339157104, 1.6001324653625488, 1.5988006591796875, 1.6015355587005615, 1.6002787351608276, 1.6033741235733032, 1.607507348060608, 1.6252245903015137, 1.6169265508651733, 1.602384090423584, 1.5975686311721802, 1.5965373516082764, 1.596003532409668, 1.5952582359313965, 1.5948359966278076, 1.5944453477859497, 1.5942353010177612, 1.5940535068511963, 1.5939346551895142, 1.594103217124939, 1.5959283113479614, 1.5946500301361084, 1.5961416959762573]","[11.15, 25.08, 17.88, 16.9, 21.22, 11.45, 11.55, 11.64, 11.73, 12.26, 14.0, 38.2, 37.31, 38.0, 46.94, 53.03, 59.23, 57.25, 53.08, 62.99, 62.33, 63.28, 61.35, 38.46, 9.87, 24.33, 32.04, 34.63, 52.55, 38.54, 43.82, 57.49, 48.69, 60.29, 63.2, 60.69, 70.97, 70.66, 69.97, 68.37, 72.92, 73.35, 72.37, 83.14, 84.15, 84.66, 84.88, 85.02, 85.09, 85.29, 85.73, 85.47, 85.72, 86.04, 86.21, 85.75, 85.67, 85.26, 85.06, 84.74, 84.7, 84.76, 84.63, 84.67, 84.46, 84.59, 84.55, 84.59, 84.53, 84.43, 84.4, 84.44, 84.65, 84.61, 84.87, 85.06, 84.62, 84.63, 84.56, 84.98, 84.85, 85.33, 85.78, 85.57, 85.96, 84.12, 84.58, 86.28, 86.11, 85.99, 85.67, 85.64, 85.19, 84.92, 84.69, 84.79, 84.67, 84.75, 84.73, 85.17, 85.38]","[1.74100399e-02 1.82320356e-01 4.01797056e-01 5.96820593e-01
 1.41138053e+00 1.97618604e+00 2.86782146e+00 3.19526696e+00
 3.70189548e+00 4.15958142e+00 4.73592305e+00 5.11639261e+00
 5.66054511e+00 6.16511750e+00 6.58560348e+00 7.13684392e+00
 7.70845127e+00 8.38708830e+00 8.99677658e+00 9.46281171e+00
 1.01101573e+01 1.07657769e+01 1.13597167e+01 1.19092982e+01
 1.23757992e+01 1.28316634e+01 1.32166696e+01 1.36137748e+01
 1.40566556e+01 1.45089827e+01 1.49634843e+01 1.51421313e+01
 1.56565771e+01 1.60893950e+01 1.65363710e+01 1.70691953e+01
 1.75140638e+01 1.80164299e+01 1.85063403e+01 1.86732605e+01
 1.91408803e+01 1.96755593e+01 2.01552515e+01 2.06288502e+01
 2.10617025e+01 2.15811548e+01 2.20837643e+01 2.25130472e+01
 2.29697866e+01 2.34506011e+01 2.39652023e+01 2.45036883e+01
 2.50421674e+01 2.55296168e+01 2.60436091e+01 2.65913720e+01
 2.71193116e+01 2.76450510e+01 2.81715086e+01 2.86589510e+01
 2.91260147e+01 2.95712152e+01 3.00636110e+01 3.05652390e+01
 3.10783975e+01 3.16029177e+01 3.21187894e+01 3.26416094e+01
 3.31915295e+01 3.37312884e+01 3.42221375e+01 3.47332444e+01
 3.52910504e+01 3.58410378e+01 3.64167340e+01 3.68507855e+01
 3.73891649e+01 3.79230425e+01 3.84758928e+01 3.90263145e+01
 3.95646574e+01 4.01270564e+01 4.05943019e+01 4.11644652e+01
 4.17646074e+01 4.23493900e+01 4.28768849e+01 4.34275913e+01
 4.38959146e+01 4.44087756e+01 4.49233203e+01 4.54256833e+01
 4.59285817e+01 4.64911692e+01 4.69821203e+01 4.73753967e+01
 4.77607870e+01 4.82747793e+01 4.88238726e+01 4.93628829e+01
 4.99370990e+01]"
"[2.4014649391174316, 2.1782426834106445, 2.158719539642334, 2.2268736362457275, 2.1740968227386475, 2.1220736503601074, 2.083820104598999, 2.110762596130371, 2.0335586071014404, 2.156280517578125, 1.9420783519744873, 1.9940351247787476, 1.9520727396011353, 1.9228039979934692, 2.025913953781128, 2.0552103519439697, 1.9918545484542847, 1.8633748292922974, 1.9415549039840698, 2.015685558319092, 1.8185079097747803, 1.8025734424591064, 1.77048921585083, 1.7308093309402466, 1.7684366703033447, 1.7539713382720947, 1.715480089187622, 1.7315583229064941, 1.8058381080627441, 1.7857108116149902, 1.7607359886169434, 1.7344290018081665, 1.7616808414459229, 1.7068989276885986, 1.6563969850540161, 1.6495221853256226, 1.6092758178710938, 1.606485366821289, 1.6097766160964966, 1.6180146932601929, 1.6016931533813477, 1.6157457828521729, 1.5997281074523926, 1.5934605598449707, 1.5881316661834717, 1.6021175384521484, 1.6017683744430542, 1.5870157480239868, 1.582523226737976, 1.5793395042419434, 1.5780795812606812, 1.5771205425262451, 1.5765531063079834, 1.576404094696045, 1.5759564638137817, 1.5755068063735962, 1.5761386156082153, 1.575526475906372, 1.5755500793457031, 1.5147558450698853, 1.5014201402664185, 1.4957972764968872, 1.4963219165802002, 1.5075500011444092, 1.4958266019821167, 1.4926657676696777, 1.4947177171707153, 1.5019631385803223, 1.4985476732254028, 1.4845749139785767, 1.4806469678878784, 1.4789402484893799, 1.4781510829925537, 1.4774994850158691, 1.4771525859832764, 1.4769742488861084, 1.4768526554107666, 1.4767404794692993, 1.4765832424163818, 1.476489543914795, 1.4763870239257812, 1.476269245147705, 1.4761841297149658, 1.476084589958191, 1.475979208946228, 1.4758907556533813, 1.4758062362670898, 1.4757238626480103, 1.4756025075912476, 1.4755022525787354, 1.4754191637039185, 1.4753412008285522, 1.4752453565597534, 1.4752099514007568, 1.4751746654510498, 1.4751390218734741, 1.4751051664352417, 1.4750714302062988, 1.4750374555587769, 1.475001335144043, 1.4749609231948853]","[10.81, 15.73, 27.97, 26.62, 9.8, 19.63, 23.44, 14.97, 30.44, 26.42, 50.1, 44.05, 45.52, 47.51, 16.0, 20.15, 23.12, 43.98, 42.18, 35.89, 54.62, 42.27, 62.84, 63.6, 49.6, 63.5, 64.43, 70.8, 60.54, 58.72, 55.22, 61.62, 67.18, 72.16, 72.04, 77.03, 83.38, 83.46, 76.77, 76.1, 82.43, 77.5, 80.9, 83.22, 85.2, 78.53, 83.71, 86.36, 87.15, 87.48, 87.65, 87.62, 87.74, 87.8, 87.87, 88.02, 88.15, 88.51, 89.62, 95.75, 95.54, 95.84, 95.34, 93.96, 95.27, 95.52, 95.26, 94.72, 88.14, 96.15, 96.45, 96.59, 96.59, 96.66, 96.69, 96.72, 96.72, 96.76, 96.71, 96.75, 96.76, 96.76, 96.79, 96.77, 96.78, 96.8, 96.8, 96.8, 96.83, 96.82, 96.8, 96.84, 96.86, 96.87, 96.87, 96.87, 96.87, 96.88, 96.87, 96.87, 96.88]","[2.04675198e-02 1.81573153e-01 3.45965385e-01 5.12840986e-01
 1.01535463e+00 1.18009424e+00 1.68392134e+00 1.86249757e+00
 2.19935966e+00 2.72233534e+00 3.02115679e+00 3.50023007e+00
 3.92137170e+00 4.38826704e+00 4.56739068e+00 4.77072883e+00
 4.93494582e+00 5.10119462e+00 5.57748389e+00 5.97220993e+00
 6.35827518e+00 6.80114698e+00 7.21021175e+00 7.74617171e+00
 8.23685479e+00 8.70461988e+00 9.18353677e+00 9.72119045e+00
 1.01748564e+01 1.05797288e+01 1.07449524e+01 1.12323129e+01
 1.16962881e+01 1.21250792e+01 1.22905071e+01 1.27805798e+01
 1.32575970e+01 1.36973467e+01 1.41851709e+01 1.46848164e+01
 1.52112176e+01 1.57505589e+01 1.62544100e+01 1.66516285e+01
 1.71155229e+01 1.76275196e+01 1.81506572e+01 1.83274901e+01
 1.87458887e+01 1.91872578e+01 1.95815823e+01 2.00584364e+01
 2.04748070e+01 2.08788228e+01 2.13673730e+01 2.18561897e+01
 2.23471692e+01 2.28699381e+01 2.33731456e+01 2.38494663e+01
 2.40162272e+01 2.45777078e+01 2.51161921e+01 2.56861918e+01
 2.62097752e+01 2.67442834e+01 2.72423787e+01 2.78012359e+01
 2.83951843e+01 2.88947487e+01 2.94177711e+01 2.99284375e+01
 3.03450820e+01 3.08573785e+01 3.13097653e+01 3.16906736e+01
 3.18699336e+01 3.20494237e+01 3.24338133e+01 3.26132224e+01
 3.27899191e+01 3.31723990e+01 3.33492575e+01 3.35267248e+01
 3.39328473e+01 3.41101003e+01 3.42871244e+01 3.44636359e+01
 3.48447375e+01 3.52262311e+01 3.56078296e+01 3.61533206e+01
 3.65492671e+01 3.67265084e+01 3.69056129e+01 3.70821154e+01
 3.77467713e+01 3.79258022e+01 3.81048522e+01 3.82815313e+01
 3.84581120e+01]"
